"","mgi_symbol","hsapiens_homolog_associated_gene_name","Frequency","% of Ly6a TFs that bind Mouse gene’s PPR","HumanCarotid_scRNA-seq_cluster"
"8781","Rft1","RFT1",5141,7.25484385363307,NA
"8796","Efhb","EFHB",5995,8.459986170498,NA
"8802","Pmaip1","PMAIP1",5356,7.55824619335902,NA
"8816","Asah1","ASAH1",5333,7.52578919887671,NA
"8827","Pcdhga9","PCDHGA9",4681,6.60570396398685,NA
"8834","Rab5a","RAB5A",6513,9.19097413318657,NA
"8853","Pp2d1","PP2D1",5877,8.29346767706702,NA
"8868","Amdhd2","",4126,5.82250257539195,NA
"8869","Amdhd2","AMDHD2",4126,5.82250257539195,NA
"8893","Spata7","SPATA7",6448,9.09924784443221,NA
"8896","Sco2","SCO2",4916,6.93732977717568,NA
"8897","Itgbl1","ITGBL1",6662,9.40123901048502,NA
"8899","Cpsf6","CPSF6",6316,8.91297291957721,NA
"8900","Tymp","TYMP",4649,6.56054640644624,NA
"8905","Rtn4r","RTN4R",3807,5.37233817365903,NA
"8906","Sgms1","SGMS1",16406,23.1517152815997,NA
"8911","Odf3b","ODF3B",4513,6.36862678689866,NA
"8914","Pard6a","PARD6A",3876,5.46970915710596,NA
"8920","Btbd35f4","",5361,7.56530206172474,NA
"8921","Mc4r","MC4R",5980,8.43881856540084,NA
"8922","Kat2b","KAT2B",8263,11.6605280611885,NA
"8923","Ccdc188","CCDC188",4520,6.37850500261067,NA
"8930","Sms","SMS",5183,7.31411314790511,NA
"8931","Zdhhc8","ZDHHC8",4497,6.34604800812836,NA
"8935","Scnm1","SCNM1",5166,7.29012319546167,NA
"8937","Syce3","SYCE3",5377,7.58788084049504,NA
"8938","Fgf14","FGF14",9188,12.9658637088466,"NASMC3 "
"8940","Pcdhgb6","PCDHGB6",4745,6.69601907906806,NA
"8941","Cpt1b","CPT1B",5615,7.9237401747033,NA
"8942","Frg1","FRG1",5420,7.64856130844023,NA
"8943","Frg1","",5420,7.64856130844023,NA
"8947","Abi3bp","ABI3BP",5785,8.16363969913777,"NASMC5 "
"8953","Adam28","ADAM28",6462,9.11900427585623,NA
"8968","Dnah5","DNAH5",5681,8.0168776371308,NA
"8976","Atp6v0c","ATP6V0C",4948,6.98248733471628,NA
"8978","Btbd35f27","",5254,7.41430647869833,NA
"8979","Enkd1","ENKD1",4285,6.04687918942184,NA
"8991","Exosc9","EXOSC9",5533,7.8080239335055,NA
"9011","Pcdhga10","PCDHGA10",4500,6.35028152914779,NA
"9015","Mycs","MYCN",5764,8.13400505200175,NA
"9028","Pcdhgb7","PCDHGB7",4302,6.07086914186529,NA
"9034","Btbd35f7","",5510,7.77556693902319,NA
"9047","Pcdhga11","PCDHGA11",4719,6.65932856356632,NA
"9051","4933405L10Rik","C16orf86",4282,6.04264566840241,NA
"9054","Sgo1","SGO1",5503,7.76568872331118,NA
"9056","Rfx4","RFX4",8432,11.8990164119498,NA
"9065","Armh2","ARMH2",4635,6.54078997502223,NA
"9066","Nudt11","NUDT11",5119,7.2237980328239,NA
"9069","Slc6a19","SLC6A19",4714,6.6522726952006,NA
"9081","Minpp1","MINPP1",5494,7.75298816025288,NA
"9095","Arhgap10","ARHGAP10",5768,8.13964974669433,NA
"9096","Ezhip","",5592,7.89128318022099,NA
"9110","Papss2","PAPSS2",8890,12.5453339542497,NA
"9112","Nudt10","NUDT11",5156,7.27601145873023,NA
"9127","Taf7l","TAF7L",6212,8.76621085757024,NA
"9148","Sult1c2","SULT1C2",5334,7.52720037254985,NA
"9149","Pcdhga12","PCDHGA12",4657,6.57183579583139,NA
"9183","Lysmd1","LYSMD1",5169,7.2943567164811,NA
"9202","Tnfaip8l2","TNFAIP8L2",5451,7.69230769230769,NA
"9205","Sult1c1","SULT1C3",5226,7.3747936158503,NA
"9208","Ak5","AK5",5326,7.5159109831647,NA
"9211","Atad1","ATAD1",8513,12.0133214794745,NA
"9227","Slc5a7","SLC5A7",6169,8.70553038962505,NA
"9228","Ccnb1","CCNB1",5932,8.37108222908993,NA
"9231","Bmp15","BMP15",5578,7.87152674879697,NA
"9245","Stc1","STC1",4984,7.03328958694947,NA
"9251","Zfp280c","ZNF280C",6726,9.49155412556623,NA
"9264","Pcdhgc3","PCDHGC3",5472,7.72194233944372,NA
"9273","Ptpn21","PTPN21",5760,8.12836035730917,NA
"9283","Nkx3-1","NKX3-1",5046,7.12078235468439,NA
"9288","Gclm","GCLM",5817,8.20879725667838,NA
"9295","St6gal2","ST6GAL2",5819,8.21161960402467,NA
"9297","Chkb","CHKB",5604,7.90821726429872,NA
"9298","Slc25a37","SLC25A37",4507,6.3601597448598,NA
"9303","Vmn2r118","",5964,8.41623978663054,NA
"9304","Synb","ERVFRD-1",4480,6.32205805568491,NA
"9306","Cd163","CD163",5444,7.68242947659568,"NASMC7 "
"9309","Cpm","CPM",5108,7.20827512241932,NA
"9310","Gnal","GNAL",7922,11.1793178386464,NA
"9311","Pot1b","POT1",5865,8.27653359298929,NA
"9312","Entpd4","ENTPD4",4680,6.6042927903137,NA
"9313","Triml1","TRIML1",6350,8.96095282446411,NA
"9314","Gmnn","GMNN",4778,6.74258781028181,NA
"9320","Gfod2","GFOD2",5594,7.89410552756728,NA
"9321","Ptk2","PTK2",10759,15.1828175493558,NA
"9323","Ccna2","CCNA2",5680,8.01546646345766,NA
"9342","Ric8b","RIC8B",4987,7.0375231079689,NA
"9344","Adgre4","",5854,8.26101068258471,NA
"9358","Triml2","TRIML2",5753,8.11848214159717,NA
"9360","Pten","PTEN",5644,7.96466421122448,NA
"9376","BC005537","C6orf62",5435,7.66972891353739,NA
"9393","Entpd4b","ENTPD4",4674,6.59582574827484,NA
"9396","Zfp119a","",5580,7.87434909614326,NA
"9400","Dnttip2","DNTTIP2",5777,8.15235030975262,NA
"9403","Zfp959","",5880,8.29770119808645,NA
"9422","Prmt9","PRMT9",5304,7.48486516235553,NA
"9423","Rnls","RNLS",5775,8.14952796240633,NA
"9426","Zfp119b","",5480,7.73323172882887,NA
"9436","Ebi3","EBI3",4081,5.75899976010048,NA
"9439","Acot13","ACOT13",5592,7.89128318022099,NA
"9454","Map9","MAP9",5536,7.81225745452493,NA
"9456","Kdm3a","KDM3A",5817,8.20879725667838,NA
"9457","Yju2","YJU2",4054,5.72089807092559,NA
"9463","Slc30a5","SLC30A5",5877,8.29346767706702,NA
"9479","Fhl4","FHL1",5678,8.01264411611137,"NASMC2 "
"9481","Lipo4","",6019,8.49385433865346,NA
"9495","Tmem263","TMEM263",5771,8.14388326771376,NA
"9497","Shd","SHD",4251,5.99889928453495,NA
"9498","Lipo3","",5865,8.27653359298929,NA
"9510","Loxl2","LOXL2",5248,7.40583943665947,"NASMC6 "
"9517","Mterf2","MTERF2",5353,7.55401267233958,NA
"9518","Zfp42","ZFP42",5423,7.65279482945966,NA
"9542","Cry1","CRY1",5569,7.85882618573868,NA
"9544","Adam26b","",5457,7.70077473434656,NA
"9560","Ranbp10","RANBP10",5272,7.43970760481492,NA
"9563","Chmp1b","CHMP1B",5430,7.66267304517167,NA
"9566","Mppe1","MPPE1",5585,7.88140496450898,NA
"9567","Tbc1d24","TBC1D24",5636,7.95337482183932,NA
"9568","Tbc1d24","",5636,7.95337482183932,NA
"9587","Timm8a1","TIMM8A",5233,7.38467183156231,NA
"9590","Gm8978","",6042,8.52631133313577,NA
"9592","Map4k5","MAP4K5",5763,8.13259387832861,NA
"9594","Mbtps2","MBTPS2",6140,8.66460635310388,NA
"9602","Lipo2","",5248,7.40583943665947,NA
"9604","Sfmbt1","SFMBT1",5367,7.5737691037636,NA
"9605","Tdp2","TDP2",5575,7.86729322777754,NA
"9606","Hk1","HK1",10754,15.1757616809901,NA
"9607","Pcdhgc4","PCDHGC4",4600,6.49139889646219,NA
"9608","Lipo1","",6293,8.8805159250949,NA
"9609","Adam26a","",5828,8.22432016708296,NA
"9610","Adam34l","",5877,8.29346767706702,NA
"9611","Adam34","",7941,11.2061301384361,NA
"9617","Npy2r","NPY2R",5605,7.90962843797186,NA
"9619","Tmem184c","TMEM184C",5845,8.24831011952641,NA
"9621","Mcm2","MCM2",4112,5.80274614396794,NA
"9623","Slc12a7","SLC12A7",4708,6.64380565316173,NA
"9629","Yy2","",5650,7.97313125326334,NA
"9639","Lipf","LIPF",5204,7.34374779504114,NA
"9640","Rbm46","RBM46",7624,10.7587880840495,NA
"9645","Shroom4","SHROOM4",11288,15.929328422449,NA
"9652","Bcar3","BCAR3",11615,16.390782213567,NA
"9656","Lipk","LIPK",6183,8.72528682104907,NA
"9661","Tsnaxip1","TSNAXIP1",5170,7.29576789015424,NA
"9664","Smpx","SMPX",6956,9.81612407038934,NA
"9666","Cmas","CMAS",4580,6.46317542299931,NA
"9668","Tfg","TFG",6794,9.58751393534002,NA
"9669","Cidea","CIDEA",5500,7.76145520229175,NA
"9670","Ednra","EDNRA",5206,7.34657014238742,NA
"9672","Lipn","LIPN",7058,9.96006378505003,NA
"9673","Tubb6","TUBB6",5087,7.17864047528329,NA
"9675","Reep1","REEP1",5414,7.64009426640137,NA
"9677","Afg3l2","AFG3L2",5265,7.42982938910292,NA
"9679","Adgrg7","ADGRG7",6006,8.47550908090259,NA
"9684","Lrat","LRAT",5451,7.69230769230769,NA
"9685","Fsd1","FSD1",4253,6.00172163188124,NA
"9686","Cenpt","CENPT",4459,6.29242340854889,NA
"9689","Lipm","LIPM",5538,7.81507980187122,NA
"9693","Sult6b2","",6033,8.51361077007747,NA
"9694","Fgg","FGG",4955,6.99236555042829,NA
"9695","Btk","BTK",6004,8.4726867335563,NA
"9697","Tmem45a","TMEM45A",11724,16.5446001439397,NA
"9699","Fga","",5219,7.36491540013829,NA
"9700","Ntn3","NTN3",5052,7.12924939672325,NA
"9701","Ankrd22","ANKRD22",5607,7.91245078531815,NA
"9702","Mrpl35","MRPL35",5684,8.02111115815023,NA
"9708","Lnp1","LNP1",5266,7.43124056277606,NA
"9710","R3hcc1","R3HCC1",4867,6.86818226719162,NA
"9711","Tmem45a2","TMEM45A",5872,8.2864118087013,NA
"9713","St8sia1","ST8SIA1",5143,7.25766620097935,NA
"9714","D130043K22Rik","KIAA0319",5904,8.3315693662419,NA
"9716","Pigk","PIGK",5666,7.99571003203364,NA
"9717","Stambpl1","STAMBPL1",9405,13.2720883959189,NA
"9718","Thap11","THAP11",4638,6.54502349604166,NA
"9719","Pcdhgc5","PCDHGC5",4716,6.65509504254689,NA
"9721","Stap2","STAP2",5109,7.20968629609246,NA
"9722","Ttc29","TTC29",5602,7.90539491695243,NA
"9723","Tomm70a","TOMM70",5763,8.13259387832861,NA
"9725","Stimate","STIMATE",5164,7.28730084811538,NA
"9726","Stimate","STIMATE-MUSTN1",5164,7.28730084811538,NA
"9729","Cul1","CUL1",5250,7.40866178400576,NA
"9730","Tedc2","TEDC2",5310,7.49333220439439,NA
"9742","Nit2","NIT2",5987,8.44869678111285,NA
"9743","Pou4f2","POU4F2",5489,7.74593229188716,NA
"9746","Mustn1","MUSTN1",4378,6.17811834102423,NA
"9747","Mustn1","",4378,6.17811834102423,NA
"9762","Rbmxl1","RBMXL1",5823,8.21726429871724,NA
"9763","Rpl36a","RPL36A",6381,9.00469920833157,NA
"9764","Chmp7","CHMP7",5641,7.96043069020504,NA
"9766","Pik3r1","PIK3R1",9238,13.0364223925038,NA
"9778","Mapk8ip2","MAPK8IP2",5286,7.45946403623894,NA
"9781","Arhgef7","ARHGEF7",7656,10.8039456415901,NA
"9796","Tnfrsf10b","TNFRSF14",4533,6.39685026036154,NA
"9797","Tbc1d23","TBC1D23",5097,7.19275221201473,NA
"9798","Acta2","ACTA2",5266,7.43124056277606,"NASMC2 "
"9799","Prelid3a","PRELID3A",5589,7.88704965920156,NA
"9811","Ccnf","CCNF",4461,6.29524575589518,NA
"9812","Slc25a14","SLC25A14",5866,8.27794476666243,NA
"9819","Rhobtb2","RHOBTB2",4537,6.40249495505412,NA
"9820","Atl1","ATL1",8299,11.7113303134217,NA
"9830","Pex5","PEX5",4683,6.60852631133314,NA
"9831","Arsa","ARSA",5249,7.40725061033261,NA
"9833","Fgb","FGB",5131,7.24073211690163,NA
"9835","Pebp4","PEBP4",5428,7.65985069782538,NA
"9837","Fas","FAS",5121,7.22662038017019,NA
"9838","Spire1","SPIRE1",9258,13.0646458659667,NA
"9840","St6galnac5","ST6GALNAC5",5089,7.18146282262958,NA
"9844","Egr3","EGR3",5134,7.24496563792106,NA
"9848","Aldh5a1","ALDH5A1",4836,6.82443588332416,NA
"9850","Bin3","BIN3",5285,7.4580528625658,NA
"9866","Ctnnd2","CTNND2",8705,12.2842668247181,NA
"9871","Ch25h","CH25H",5429,7.66126187149853,NA
"9883","St6galnac3","ST6GALNAC3",5094,7.1885186909953,NA
"9888","Tmem30c","",5039,7.11090413897238,NA
"9890","Lipa","LIPA",5261,7.42418469441034,NA
"9891","Ccar2","CCAR2",4930,6.95708620859969,NA
"9894","Sav1","SAV1",4925,6.95003034023397,NA
"9895","Cd180","CD180",5467,7.714886471078,NA
"9900","Mpnd","MPND",5588,7.88563848552841,NA
"9905","Cmss1","CMSS1",5517,7.78544515473519,NA
"9912","Nkd2","NKD2",4658,6.57324696950454,NA
"9920","Bbs7","BBS7",6007,8.47692025457573,NA
"9921","Gpr119","GPR119",5638,7.95619716918561,NA
"9922","Mdm2","MDM2",5658,7.98442064264849,NA
"9927","Gla","GLA",6046,8.53195602782835,NA
"9939","Ifit2","IFIT2",6201,8.75068794716566,NA
"9940","Filip1l","FILIP1L",8680,12.2489874828895,"NASMC1 "
"9952","9930012K11Rik","C8orf58",4547,6.41660669178556,NA
"9955","Ifit3","IFIT3",6002,8.46986438621001,NA
"9968","Ifit1bl1","IFIT1B",5824,8.21867547239039,NA
"9969","Col8a1","COL8A1",5379,7.59070318784133,"NASMC8 "
"9975","Ifit3b","IFIT3",5372,7.58082497212932,NA
"9976","Rbmx2","RBMX2",5935,8.37531575010937,NA
"9978","Majin","MAJIN",5734,8.09166984180743,NA
"10009","Trip13","TRIP13",5437,7.67255126088368,NA
"10010","Akap4","AKAP4",5132,7.24214329057477,NA
"10012","Pdlim2","",5911,8.34144758195391,NA
"10013","Pdlim2","PDLIM2",5911,8.34144758195391,NA
"10014","Cep76","CEP76",5211,7.35362601075314,NA
"10020","Ifit1bl2","IFIT1B",5274,7.44252995216121,NA
"10021","Ttc3","TTC3",8777,12.3858713291845,NA
"10025","Ifit1","IFIT1B",5324,7.51308863581841,NA
"10043","Gpha2","GPHA2",4459,6.29242340854889,NA
"10044","Dap","DAP",7359,10.3848270606664,NA
"10046","Diaph1","DIAPH1",8448,11.9215951907201,NA
"10061","Fsip2l","",5937,8.37813809745565,NA
"10063","Tpra1","TPRA1",4491,6.3375809660895,NA
"10064","Slc16a12","SLC16A12",5398,7.61751548763106,NA
"10078","Gpld1","GPLD1",5232,7.38326065788917,NA
"10079","Dennd3","DENND3",5150,7.26754441669136,NA
"10093","Sorbs3","SORBS3",6451,9.10348136545165,NA
"10109","Ppp2r5b","PPP2R5B",4599,6.48998772278904,NA
"10110","Slc26a4","SLC26A4",5129,7.23790976955534,NA
"10111","Abca17","",4910,6.92886273513681,NA
"10112","Hnrnph2","HNRNPH2",5965,8.41765096030368,NA
"10117","Asb17","ASB17",5226,7.3747936158503,NA
"10118","Armcx4","ARMCX4",5015,7.07703597081693,NA
"10125","Cnksr2","CNKSR2",6182,8.72387564737592,NA
"10126","Slc35e3","SLC35E3",5180,7.30987962688568,NA
"10127","Fnbp1l","FNBP1L",5323,7.51167746214527,NA
"10128","Zc3h14","ZC3H14",8398,11.8510365070629,NA
"10129","Shank3","SHANK3",8835,12.4677194022268,NA
"10130","Pank1","PANK1",5437,7.67255126088368,NA
"10131","Ptprk","PTPRK",5721,8.07332458405656,NA
"10133","Sh3gl1","SH3GL1",4926,6.95144151390712,NA
"10134","Mrs2","MRS2",5495,7.75439933392603,NA
"10136","Ppp3cc","PPP3CC",5664,7.99288768468735,NA
"10138","Dcdc2a","DCDC2",6264,8.83959188857373,NA
"10139","Chaf1a","CHAF1A",5097,7.19275221201473,NA
"10141","Atg2a","ATG2A",4219,5.95374172699434,NA
"10144","Nutf2","NUTF2",5097,7.19275221201473,NA
"10145","Itih4","ITIH4",4254,6.00313280555438,NA
"10148","Psmg2","PSMG2",5225,7.37338244217716,NA
"10149","Ubxn6","UBXN6",4922,6.94579681921454,NA
"10151","Ankrd33b","ANKRD33B",5042,7.11513765999181,NA
"10152","Nrsn1","NRSN1",6453,9.10630371279793,NA
"10155","Tex29","TEX29",4523,6.3827385236301,NA
"10156","Hdac3","HDAC3",5084,7.17440695426386,NA
"10160","Trpc3","TRPC3",5344,7.54131210928129,NA
"10169","Clstn3","CLSTN3",8064,11.3797045002328,NA
"10174","Ropn1l","ROPN1L",5104,7.20263042772674,NA
"10187","Hdgfl1","HDGFL1",5829,8.22573134075611,NA
"10193","Clcn5","CLCN5",8326,11.7494320025966,NA
"10195","Fat1","FAT1",7281,10.2747555141611,NA
"10196","Brd9","BRD9",5489,7.74593229188716,NA
"10197","Acr","ACR",5492,7.75016581290659,NA
"10198","Hdgfl2","HDGFL2",5410,7.63444957170879,NA
"10206","Plrg1","PLRG1",5376,7.5864696668219,NA
"10207","Slc45a4","SLC45A4",10247,14.4602966287061,NA
"10212","Ehd1","EHD1",4716,6.65509504254689,NA
"10215","C1rl","C1RL",5570,7.86023735941182,NA
"10222","Usp27x","USP27X",5917,8.34991462399278,NA
"10224","Ptpn2","PTPN2",5198,7.33528075300227,NA
"10229","Cdc42bpg","CDC42BPG",3805,5.36951582631274,NA
"10233","Armcx1","ARMCX1",6036,8.5178442910969,NA
"10234","Gpr20","GPR20",4439,6.26419993508601,NA
"10235","Hkdc1","HKDC1",5030,7.09820357591409,NA
"10238","Marchf6","MARCHF6",5804,8.19045199892751,NA
"10255","Zdhhc11","ZDHHC11",4238,5.98055402678408,NA
"10256","Zdhhc11","ZDHHC11B",4238,5.98055402678408,NA
"10278","H2-DMa","HLA-DMA",7066,9.97135317443518,"NASMC7 "
"10280","Sox1","SOX1",4571,6.45047485994101,NA
"10281","Bcap29","BCAP29",5103,7.2012192540536,NA
"10282","C1ra","C1R",4806,6.78210067312984,"NASMC3 "
"10290","Sfrp2","SFRP2",5402,7.62316018232364,"NASMC3 SMC5 "
"10291","Mtnr1a","MTNR1A",5765,8.13541622567489,NA
"10292","Prl","PRL",7055,9.9558302640306,NA
"10305","Supv3l1","SUPV3L1",5612,7.91950665368387,NA
"10310","Abca3","ABCA3",7428,10.4821980441133,NA
"10312","Dus4l","DUS4L",5379,7.59070318784133,NA
"10315","Spaca7","SPACA7",4870,6.87241578821105,NA
"10316","Tlr2","TLR2",4684,6.60993748500628,NA
"10321","Armcx6","ARMCX6",5745,8.10719275221201,NA
"10323","Col1a2","COL1A2",5529,7.80237923881292,"NASMC3 SMC4 "
"10325","Seh1l","SEH1L",5185,7.3169354952514,NA
"10326","Rabl2","RABL2B",5237,7.39031652625489,NA
"10327","Rabl2","RABL2A",5237,7.39031652625489,NA
"10339","Pde5a","PDE5A",5724,8.07755810507599,"NASMC8 "
"10340","Kif20b","KIF20B",5865,8.27653359298929,NA
"10356","Ppp1r3f","PPP1R3F",4767,6.72706489987723,NA
"10357","Tppp","TPPP",4755,6.7101308157995,NA
"10358","F11","F11",5184,7.31552432157826,NA
"10359","Zfp386","",4963,7.00365493981344,NA
"10361","Slc39a14","SLC39A14",8616,12.1586723678083,NA
"10362","Prl3d1","PRL",6068,8.56300184863751,NA
"10363","Cog5","COG5",5391,7.60763727191906,NA
"10365","Syt10","SYT10",4829,6.81455766761215,NA
"10367","Rell2","RELL2",5230,7.38043831054288,NA
"10368","Prl3d2","PRL",5902,8.32874701889562,NA
"10370","Flicr","",4828,6.81314649393901,NA
"10373","Alg10b","ALG10B",5487,7.74310994454087,NA
"10374","Alg10b","ALG10",5487,7.74310994454087,NA
"10375","Themis","THEMIS",5842,8.24407659850698,NA
"10376","Klkb1","KLKB1",6033,8.51361077007747,NA
"10377","Armcx3","ARMCX3",5290,7.46510873093152,NA
"10378","Gpr22","GPR22",6266,8.84241423592002,NA
"10380","Wnk2","WNK2",4226,5.96361994270635,NA
"10382","Cmbl","CMBL",6609,9.32644680580839,NA
"10392","Vipr2","VIPR2",5274,7.44252995216121,NA
"10393","Cyp4v3","CYP4V2",5144,7.2590773746525,NA
"10395","Fabp2","FABP2",5500,7.76145520229175,NA
"10396","Irak1","IRAK1",4889,6.89922808800079,NA
"10397","Ptp4a3","PTP4A3",6953,9.81189054936991,NA
"10399","1810037I17Rik","C4orf3",6419,9.05832380791104,NA
"10401","Msh4","MSH4",5163,7.28588967444223,NA
"10402","Itih3","ITIH3",5064,7.14618348080098,NA
"10404","Cep192","CEP192",5684,8.02111115815023,NA
"10405","Slc10a7","SLC10A7",5807,8.19468551994694,NA
"10406","Btbd11","BTBD11",8229,11.6125481563016,NA
"10410","Dync2i1","DYNC2I1",5848,8.25254364054584,NA
"10412","Cct5","CCT5",4895,6.90769513003965,NA
"10413","Eml5","EML5",5443,7.68101830292254,NA
"10415","Piwil2","PIWIL2",5702,8.04651228426682,NA
"10418","Ldlrad4","LDLRAD4",5542,7.82072449656379,NA
"10419","Plin4","PLIN4",4020,5.67291816603869,NA
"10424","Cpne8","CPNE8",5529,7.80237923881292,NA
"10426","Fam210a","FAM210A",5785,8.16363969913777,NA
"10430","H2-DMb2","HLA-DMB",4901,6.91616217207852,"NASMC7 "
"10431","H2-DMb2","",4901,6.91616217207852,NA
"10435","Fchsd1","FCHSD1",4388,6.19223007775567,NA
"10436","Htr7","HTR7",5680,8.01546646345766,NA
"10439","Itih1","ITIH1",5336,7.53002271989614,NA
"10442","Rpp30","RPP30",5693,8.03381172120853,NA
"10443","Plin5","PLIN5",4058,5.72654276561816,NA
"10446","Edc4","EDC4",4164,5.87612717497142,NA
"10448","Sema6c","SEMA6C",5217,7.36209305279201,NA
"10449","Vps26a","VPS26A",5311,7.49474337806754,NA
"10450","Mroh5","",7718,10.891438409325,NA
"10457","Polr3d","POLR3D",5694,8.03522289488167,NA
"10458","Lrg1","LRG1",3805,5.36951582631274,NA
"10459","Ttc8","TTC8",5340,7.53566741458871,NA
"10460","H2-DMb1","HLA-DMB",4261,6.01301102126639,"NASMC7 "
"10461","H2-DMb1","",4261,6.01301102126639,NA
"10467","Rnmt","RNMT",6668,9.40970605252388,NA
"10471","Phyhip","PHYHIP",5550,7.83201388594894,NA
"10481","Atpsckmt","ATPSCKMT",4863,6.86253757249905,NA
"10486","Rnps1","RNPS1",5127,7.23508742220905,NA
"10488","Srgn","SRGN",8420,11.8820823278721,NA
"10489","Bmp1","BMP1",4336,6.11884904675218,NA
"10494","C1s1","C1S",4754,6.70871964212636,NA
"10511","Tas2r119","TAS2R1",5600,7.90257256960614,NA
"10515","Men1","MEN1",4227,5.96503111637949,NA
"10517","Nup107","NUP107",5558,7.8433032753341,NA
"10520","Sema5a","SEMA5A",5402,7.62316018232364,NA
"10524","Prl3d3","PRL",5666,7.99571003203364,NA
"10525","Sema6b","SEMA6B",4466,6.3023016242609,NA
"10527","Mc5r","MC5R",5497,7.75722168127231,NA
"10528","Esyt2","ESYT2",5761,8.12977153098232,NA
"10529","Fhit","FHIT",11626,16.4063051239716,NA
"10531","Mc2r","MC2R",5239,7.39313887360117,NA
"10534","Prl3c1","PRL",6688,9.43792952598676,NA
"10552","C1rb","C1R",4669,6.58876987990912,"NASMC3 "
"10554","Tnfaip8l1","TNFAIP8L1",4613,6.50974415421306,NA
"10557","Ninj1","NINJ1",4306,6.07651383655787,NA
"10562","Mydgf","MYDGF",5104,7.20263042772674,NA
"10563","Plxna1","PLXNA1",4745,6.69601907906806,NA
"10565","Arap3","ARAP3",5174,7.30141258484682,NA
"10569","Lsm6","LSM6",6375,8.99623216629271,NA
"10575","Sftpc","SFTPC",4553,6.42507373382442,NA
"10576","Psmb9","PSMB9",4927,6.95285268758026,NA
"10578","Pcmtd1","PCMTD1",5344,7.54131210928129,NA
"10579","Prl3b1","PRL",6369,8.98776512425384,NA
"10586","Nrn1l","NRN1L",4832,6.81879118863158,NA
"10589","Cep72","CEP72",5350,7.54977915132015,NA
"10599","Lgi3","LGI3",4320,6.09627026798188,NA
"10603","Pskh1","PSKH1",5364,7.56953558274417,NA
"10605","Sdc2","SDC2",5417,7.6443277874208,NA
"10608","Eci1","ECI1",4868,6.86959344086477,NA
"10612","Ctrl","CTRL",4676,6.59864809562113,NA
"10617","Cpq","CPQ",6111,8.6236823165827,NA
"10627","Reep4","REEP4",4269,6.02430041065154,NA
"10630","Hbp1","HBP1",6397,9.02727798710187,NA
"10633","Dpp9","DPP9",4844,6.83572527270931,NA
"10634","Tubgcp3","TUBGCP3",5426,7.65702835047909,NA
"10639","Prl3a1","PRL",5969,8.42329565499626,NA
"10640","Ezh2","EZH2",5907,8.33580288726134,NA
"10641","3830406C13Rik","C3orf14",5825,8.22008664606353,NA
"10649","Pwp1","PWP1",8773,12.3802266344919,NA
"10650","Card19","CARD19",4882,6.88934987228878,NA
"10651","Tspyl5","TSPYL5",5767,8.13823857302118,NA
"10653","Usp53","USP53",4987,7.0375231079689,NA
"10658","Adgrb1","ADGRB1",6741,9.51272173066339,NA
"10662","Dnase1l2","DNASE1L2",4661,6.57748049052397,NA
"10663","Prl6a1","PRL",6056,8.54606776455978,NA
"10664","Pcgf5","PCGF5",12690,17.9077939121968,NA
"10670","Susd3","SUSD3",5302,7.48204281500924,NA
"10671","Exo1","EXO1",5176,7.3042349321931,NA
"10672","Fem1a","FEM1A",4709,6.64521682683488,NA
"10673","Ticam1","TICAM1",4815,6.79480123618814,NA
"10676","Rap1b","RAP1B",5001,7.05727953939291,NA
"10677","Plin3","PLIN3",5819,8.21161960402467,NA
"10682","Pcdh1","PCDH1",6023,8.49949903334603,NA
"10684","Arrdc5","ARRDC5",4928,6.9542638612534,NA
"10685","Myoz2","MYOZ2",5542,7.82072449656379,NA
"10686","Tap1","TAP1",4852,6.84701466209446,NA
"10689","Fezf2","FEZF2",5312,7.49615455174068,NA
"10690","Fam149a","FAM149A",5806,8.1932743462738,NA
"10693","Prl8a2","PRL",5350,7.54977915132015,NA
"10695","Gabpb2","GABPB2",6594,9.30527920071123,NA
"10696","Soga3","",5282,7.45381934154636,NA
"10697","Soga3","SOGA3",5282,7.45381934154636,NA
"10698","Nek4","NEK4",5457,7.70077473434656,NA
"10701","Dele1","DELE1",4510,6.36439326587923,NA
"10702","Foxn3","FOXN3",13695,19.3260234537064,NA
"10704","Rps6ka3","RPS6KA3",12417,17.5225434994285,NA
"10705","Uxs1","UXS1",5255,7.41571765237148,NA
"10706","Prl2b1","PRL",5594,7.89410552756728,NA
"10713","Exoc3","EXOC3",5581,7.87576026981641,NA
"10718","Kifbp","KIFBP",4700,6.63251626377658,NA
"10719","Ighmbp2","IGHMBP2",4843,6.83431409903617,NA
"10720","Mllt11","MLLT11",5906,8.33439171358819,NA
"10722","Ncapg2","NCAPG2",5323,7.51167746214527,NA
"10723","Synpo2","SYNPO2",8942,12.6187149852532,"NASMC1 "
"10725","Pcdh12","PCDH12",5643,7.96325303755133,NA
"10727","Psmb10","PSMB10",4647,6.55772405909995,NA
"10728","Rnf14","RNF14",6002,8.46986438621001,NA
"10732","Prl8a6","PRL",5635,7.95196364816618,NA
"10739","Cdc42se1","CDC42SE1",5889,8.31040176114474,NA
