"","X","mgi_symbol","hsapiens_homolog_associated_gene_name","Associated_Myh11_TFs","Frequency","X..of.Myh11.TFs.that.bind.Mouse.gene.s.PPR"
"8802",8802,"Dgkq","DGKQ",NA,1049,10.8144329896907
"14813",14813,"Dennd2d","DENND2D",NA,1049,10.8144329896907
"15443",15443,"Slc22a5","SLC22A5",NA,1049,10.8144329896907
"15675",15675,"Samhd1","SAMHD1",NA,1049,10.8144329896907
"16023",16023,"Meak7","MEAK7",NA,1049,10.8144329896907
"16326",16326,"Pdpn","PDPN",NA,1049,10.8144329896907
"16990",16990,"Tpm1","TPM1",NA,1049,10.8144329896907
"1037",1037,"Fnd3c2","",NA,1048,10.8041237113402
"1776",1776,"St8sia3","ST8SIA3",NA,1048,10.8041237113402
"1849",1849,"Tagln3","TAGLN3",NA,1048,10.8041237113402
"2689",2689,"Nrg2","NRG2",NA,1048,10.8041237113402
"4055",4055,"E2f3","E2F3",NA,1048,10.8041237113402
"4792",4792,"Bin3","BIN3",NA,1048,10.8041237113402
"8723",8723,"Myadm","MYADM",NA,1048,10.8041237113402
"8844",8844,"Keg1","",NA,1048,10.8041237113402
"9275",9275,"Slitrk2","SLITRK2",NA,1048,10.8041237113402
"9790",9790,"Speer3","",NA,1048,10.8041237113402
"12009",12009,"Homez","HOMEZ",NA,1048,10.8041237113402
"16886",16886,"Brd4","BRD4",NA,1048,10.8041237113402
"17468",17468,"Polr1has","",NA,1048,10.8041237113402
"19107",19107,"2010315B03Rik","",NA,1048,10.8041237113402
"21192",21192,"Mettl16","METTL16",NA,1048,10.8041237113402
"508",508,"Zfp458","ZNF845",NA,1047,10.7938144329897
"700",700,"H2ac12","",NA,1047,10.7938144329897
"1868",1868,"Kpna6","KPNA6",NA,1047,10.7938144329897
"4920",4920,"Pdlim1","PDLIM1",NA,1047,10.7938144329897
"6279",6279,"Gpc4","GPC4",NA,1047,10.7938144329897
"6508",6508,"Sin3a","SIN3A",NA,1047,10.7938144329897
"8048",8048,"Atf5","ATF5",NA,1047,10.7938144329897
"8939",8939,"Prpf40b","PRPF40B",NA,1047,10.7938144329897
"10128",10128,"Smagp","SMAGP",NA,1047,10.7938144329897
"10513",10513,"Stx1b","STX1B",NA,1047,10.7938144329897
"17139",17139,"S100a3","S100A3",NA,1047,10.7938144329897
"17774",17774,"Tbc1d19","TBC1D19",NA,1047,10.7938144329897
"18796",18796,"Cuzd1","",NA,1047,10.7938144329897
"18797",18797,"Cuzd1","CUZD1",NA,1047,10.7938144329897
"19870",19870,"Thoc5","THOC5",NA,1047,10.7938144329897
"20379",20379,"Cdc42ep4","CDC42EP4",NA,1047,10.7938144329897
"21391",21391,"Muc2","",NA,1047,10.7938144329897
"21799",21799,"Tbr1","TBR1",NA,1047,10.7938144329897
"213",213,"Fam169a","FAM169A",NA,1046,10.7835051546392
"5194",5194,"Olfr173","OR5K2",NA,1046,10.7835051546392
"5195",5195,"Olfr173","OR5K1",NA,1046,10.7835051546392
"5899",5899,"Olfr878","OR8B4",NA,1046,10.7835051546392
"6527",6527,"Sostdc1","SOSTDC1",NA,1046,10.7835051546392
"9494",9494,"Ogfrl1","OGFRL1",NA,1046,10.7835051546392
"11244",11244,"Ssxb9","SSX4B",NA,1046,10.7835051546392
"11245",11245,"Ssxb9","SSX5",NA,1046,10.7835051546392
"11246",11246,"Ssxb9","SSX1",NA,1046,10.7835051546392
"11247",11247,"Ssxb9","SSX3",NA,1046,10.7835051546392
"11248",11248,"Ssxb9","SSX4",NA,1046,10.7835051546392
"11249",11249,"Ssxb9","SSX7",NA,1046,10.7835051546392
"11250",11250,"Ssxb9","SSX2",NA,1046,10.7835051546392
"11251",11251,"Ssxb9","SSX2B",NA,1046,10.7835051546392
"12927",12927,"Lix1","LIX1",NA,1046,10.7835051546392
"14944",14944,"Srpk1","SRPK1",NA,1046,10.7835051546392
"16434",16434,"Wdr4","WDR4",NA,1046,10.7835051546392
"17636",17636,"A3galt2","A3GALT2",NA,1046,10.7835051546392
"18779",18779,"Pigb","PIGB",NA,1046,10.7835051546392
"19611",19611,"Npr2","NPR2",NA,1046,10.7835051546392
"19617",19617,"Gadl1","GADL1",NA,1046,10.7835051546392
"180",180,"Mep1b","MEP1B",NA,1045,10.7731958762887
"1008",1008,"Calm2","CALM2",NA,1045,10.7731958762887
"2848",2848,"Tex264","TEX264",NA,1045,10.7731958762887
"7538",7538,"Hspa8","",NA,1045,10.7731958762887
"8905",8905,"Pitx3","PITX3",NA,1045,10.7731958762887
"10391",10391,"Mmel1","MMEL1",NA,1045,10.7731958762887
"10471",10471,"Fezf1","FEZF1",NA,1045,10.7731958762887
"10526",10526,"Pafah2","PAFAH2",NA,1045,10.7731958762887
"11581",11581,"Sipa1l2","SIPA1L2",NA,1045,10.7731958762887
"13785",13785,"Spag6","SPAG6",NA,1045,10.7731958762887
"15147",15147,"Chit1","CHIT1",NA,1045,10.7731958762887
"17217",17217,"Fhl3","FHL3",NA,1045,10.7731958762887
"17654",17654,"Lmnb2","LMNB2",NA,1045,10.7731958762887
"20356",20356,"Actb","ACTB",NA,1045,10.7731958762887
"20744",20744,"Igfbp3","IGFBP3",NA,1045,10.7731958762887
"483",483,"Slc26a2","SLC26A2",NA,1044,10.7628865979381
"2473",2473,"Id4","ID4",NA,1044,10.7628865979381
"9365",9365,"Mbd3l2","MBD3L3",NA,1044,10.7628865979381
"9366",9366,"Mbd3l2","MBD3L2B",NA,1044,10.7628865979381
"9367",9367,"Mbd3l2","MBD3L5",NA,1044,10.7628865979381
"9368",9368,"Mbd3l2","MBD3L2",NA,1044,10.7628865979381
"9369",9369,"Mbd3l2","MBD3L4",NA,1044,10.7628865979381
"9549",9549,"Olfr24","OR1M1",NA,1044,10.7628865979381
"9665",9665,"Adam18","ADAM18",NA,1044,10.7628865979381
"10719",10719,"Mb21d2","MB21D2",NA,1044,10.7628865979381
"11341",11341,"Ccdc92","CCDC92",NA,1044,10.7628865979381
"15109",15109,"Raver2","RAVER2",NA,1044,10.7628865979381
"18118",18118,"Vamp5","VAMP5",NA,1044,10.7628865979381
"19886",19886,"Olfr464","OR4D1",NA,1044,10.7628865979381
"19945",19945,"Plppr1","PLPPR1",NA,1044,10.7628865979381
"20255",20255,"Sox13","SOX13",NA,1044,10.7628865979381
"1982",1982,"Slitrk6","SLITRK6",NA,1043,10.7525773195876
"2994",2994,"Ccdc25","CCDC25",NA,1043,10.7525773195876
"4512",4512,"Gm4871","",NA,1043,10.7525773195876
"5031",5031,"Krt27","KRT27",NA,1043,10.7525773195876
"5388",5388,"Spcs1","SPCS1",NA,1043,10.7525773195876
"8091",8091,"Cyp1a1","CYP1A1",NA,1043,10.7525773195876
"8168",8168,"Ankrd35","ANKRD35",NA,1043,10.7525773195876
"8313",8313,"Grik4","GRIK4",NA,1043,10.7525773195876
"9065",9065,"Ehhadh","EHHADH",NA,1043,10.7525773195876
"11255",11255,"Il5ra","IL5RA",NA,1043,10.7525773195876
"12485",12485,"Fbxo40","FBXO40",NA,1043,10.7525773195876
"14990",14990,"Ssmem1","SSMEM1",NA,1043,10.7525773195876
"16052",16052,"Rfpl4","RFPL4A",NA,1043,10.7525773195876
"16053",16053,"Rfpl4","RFPL4AL1",NA,1043,10.7525773195876
"16924",16924,"Tnni1","TNNI1",NA,1043,10.7525773195876
"19741",19741,"Polr1b","POLR1B",NA,1043,10.7525773195876
"1158",1158,"Zfp827","ZNF827",NA,1042,10.7422680412371
"1167",1167,"Usp24","USP24",NA,1042,10.7422680412371
"2537",2537,"Pus10","PUS10",NA,1042,10.7422680412371
"2990",2990,"Ankrd37","ANKRD37",NA,1042,10.7422680412371
"3992",3992,"Rax","RAX",NA,1042,10.7422680412371
"4372",4372,"Prkcd","PRKCD",NA,1042,10.7422680412371
"6244",6244,"Actr10","ACTR10",NA,1042,10.7422680412371
"7408",7408,"Asnsd1","ASNSD1",NA,1042,10.7422680412371
"7705",7705,"Fam241a","FAM241A",NA,1042,10.7422680412371
"9652",9652,"Kng2","KNG1",NA,1042,10.7422680412371
"10723",10723,"Parg","PARG",NA,1042,10.7422680412371
"13096",13096,"Nsun6","NSUN6",NA,1042,10.7422680412371
"14515",14515,"Svbp","SVBP",NA,1042,10.7422680412371
"14758",14758,"Dock7","DOCK7",NA,1042,10.7422680412371
"15877",15877,"B3gat1","B3GAT1",NA,1042,10.7422680412371
"19816",19816,"Srrm3","SRRM3",NA,1042,10.7422680412371
"20094",20094,"Brox","BROX",NA,1042,10.7422680412371
"804",804,"Tmem50b","TMEM50B",NA,1041,10.7319587628866
"3151",3151,"Neurod2","NEUROD2",NA,1041,10.7319587628866
"4158",4158,"Arf6","ARF6",NA,1041,10.7319587628866
"5094",5094,"Il2","IL2",NA,1041,10.7319587628866
"5940",5940,"Stk26","STK26",NA,1041,10.7319587628866
"6779",6779,"Rcc1","RCC1",NA,1041,10.7319587628866
"8786",8786,"Ccdc33","CCDC33",NA,1041,10.7319587628866
"9583",9583,"Zfp219","ZNF219",NA,1041,10.7319587628866
"9989",9989,"Zfp426","ZNF426",NA,1041,10.7319587628866
"13712",13712,"Slc6a14","",NA,1041,10.7319587628866
"14208",14208,"Raph1","RAPH1",NA,1041,10.7319587628866
"14853",14853,"Tbx19","TBX19",NA,1041,10.7319587628866
"17871",17871,"Atp8b4","ATP8B4",NA,1041,10.7319587628866
"18108",18108,"Ccni","CCNI",NA,1041,10.7319587628866
"20172",20172,"Gramd1a","GRAMD1A",NA,1041,10.7319587628866
"20523",20523,"Gtf2i","GTF2I",NA,1041,10.7319587628866
"1778",1778,"Tsen15","TSEN15",NA,1040,10.7216494845361
"3602",3602,"Chchd6","CHCHD6",NA,1040,10.7216494845361
"5978",5978,"Nr2c1","NR2C1",NA,1040,10.7216494845361
"6886",6886,"Glt8d1","GLT8D1",NA,1040,10.7216494845361
"12759",12759,"Lemd1","LEMD1",NA,1040,10.7216494845361
"13922",13922,"Thrsp","THRSP",NA,1040,10.7216494845361
"19940",19940,"Msantd3","MSANTD3",NA,1040,10.7216494845361
"1910",1910,"Plppr5","PLPPR5",NA,1039,10.7113402061856
"3908",3908,"Cfap97d2","CFAP97D2",NA,1039,10.7113402061856
"3922",3922,"Srgap1","SRGAP1",NA,1039,10.7113402061856
"4079",4079,"Pcnp","PCNP",NA,1039,10.7113402061856
"9111",9111,"Tmbim6","TMBIM6",NA,1039,10.7113402061856
"10530",10530,"Stx4a","STX4",NA,1039,10.7113402061856
"11641",11641,"9230112D13Rik","",NA,1039,10.7113402061856
"13144",13144,"Arl5b","ARL5B",NA,1039,10.7113402061856
"15723",15723,"Padi6","PADI6",NA,1039,10.7113402061856
"15965",15965,"Ghrh","GHRH",NA,1039,10.7113402061856
"18774",18774,"Serpinb3b","SERPINB4",NA,1039,10.7113402061856
"18775",18775,"Serpinb3b","SERPINB3",NA,1039,10.7113402061856
"1188",1188,"Tlr3","TLR3",NA,1038,10.7010309278351
"2407",2407,"Dek","DEK",NA,1038,10.7010309278351
"3320",3320,"Prl3d1","PRL",NA,1038,10.7010309278351
"4673",4673,"Btk","BTK",NA,1038,10.7010309278351
"6285",6285,"Chst5","",NA,1038,10.7010309278351
"6311",6311,"Epyc","EPYC",NA,1038,10.7010309278351
"6848",6848,"Best2","BEST2",NA,1038,10.7010309278351
"7517",7517,"Espn","ESPN",NA,1038,10.7010309278351
"10907",10907,"Ccdc171","CCDC171",NA,1038,10.7010309278351
"11720",11720,"Nmnat3","NMNAT3",NA,1038,10.7010309278351
"11908",11908,"Rnf133","RNF133",NA,1038,10.7010309278351
"12190",12190,"Vsir","VSIR",NA,1038,10.7010309278351
"12819",12819,"Opn5","OPN5",NA,1038,10.7010309278351
"13124",13124,"Smbd1","",NA,1038,10.7010309278351
"13129",13129,"Rubcn","RUBCN",NA,1038,10.7010309278351
"14467",14467,"Prpf6","PRPF6",NA,1038,10.7010309278351
"18405",18405,"Slc25a38","SLC25A38",NA,1038,10.7010309278351
"21784",21784,"Ccdc148","CCDC148",NA,1038,10.7010309278351
"3285",3285,"Rgs8","RGS8",NA,1037,10.6907216494845
"3437",3437,"Efemp1","EFEMP1",NA,1037,10.6907216494845
"4849",4849,"Igfbp4","IGFBP4",NA,1037,10.6907216494845
"5416",5416,"Ipo11","IPO11",NA,1037,10.6907216494845
"6545",6545,"Ly6g6e","LY6G6E",NA,1037,10.6907216494845
"6546",6546,"Ly6g6e","",NA,1037,10.6907216494845
"7823",7823,"Rnase2a","RNASE2",NA,1037,10.6907216494845
"7824",7824,"Rnase2a","RNASE3",NA,1037,10.6907216494845
"8121",8121,"Ralgps2","RALGPS2",NA,1037,10.6907216494845
"9592",9592,"Ccr6","CCR6",NA,1037,10.6907216494845
"9879",9879,"Mrps11","MRPS11",NA,1037,10.6907216494845
"14171",14171,"Rhox8","",NA,1037,10.6907216494845
"14558",14558,"Spatc1","SPATC1",NA,1037,10.6907216494845
"15904",15904,"Smarcd3","SMARCD3",NA,1037,10.6907216494845
"17892",17892,"Ikzf2","IKZF2",NA,1037,10.6907216494845
"3932",3932,"Casp3","CASP3",NA,1036,10.680412371134
"4069",4069,"Med24","MED24",NA,1036,10.680412371134
"5953",5953,"Usp46","USP46",NA,1036,10.680412371134
"5988",5988,"Flna","FLNA",NA,1036,10.680412371134
"6769",6769,"Ints5","INTS5",NA,1036,10.680412371134
"6970",6970,"Chodl","CHODL",NA,1036,10.680412371134
"7647",7647,"Bicc1","BICC1",NA,1036,10.680412371134
"9082",9082,"Zfp521","ZNF521",NA,1036,10.680412371134
"9722",9722,"Tmem47","TMEM47",NA,1036,10.680412371134
"11134",11134,"Sorcs2","SORCS2",NA,1036,10.680412371134
"12297",12297,"Dynlt2a2","DYNLT2",NA,1036,10.680412371134
"13396",13396,"Tef","TEF",NA,1036,10.680412371134
"13430",13430,"Mpzl2","MPZL2",NA,1036,10.680412371134
"15241",15241,"Adcy10","ADCY10",NA,1036,10.680412371134
"17607",17607,"Ccnb2","CCNB2",NA,1036,10.680412371134
"18072",18072,"Hoxa4","HOXA4",NA,1036,10.680412371134
"18851",18851,"Ugdh","UGDH",NA,1036,10.680412371134
"19704",19704,"Arrb2","ARRB2",NA,1036,10.680412371134
"429",429,"Zmym5","ZMYM5",NA,1035,10.6701030927835
"698",698,"Ift80","IFT80",NA,1035,10.6701030927835
"890",890,"Mtnr1a","MTNR1A",NA,1035,10.6701030927835
"1625",1625,"Glis3","GLIS3",NA,1035,10.6701030927835
"1974",1974,"Kcnh8","KCNH8",NA,1035,10.6701030927835
"5129",5129,"3830406C13Rik","C3orf14",NA,1035,10.6701030927835
"5975",5975,"Brinp1","BRINP1",NA,1035,10.6701030927835
"11331",11331,"Gm5460","",NA,1035,10.6701030927835
"12715",12715,"Grm8","GRM8",NA,1035,10.6701030927835
"14462",14462,"Zfp523","ZNF76",NA,1035,10.6701030927835
"15050",15050,"Cpa5","CPA5",NA,1035,10.6701030927835
"15205",15205,"Rabgef1","",NA,1035,10.6701030927835
"15206",15206,"Rabgef1","RABGEF1",NA,1035,10.6701030927835
"15458",15458,"Tmco2","TMCO2",NA,1035,10.6701030927835
"15615",15615,"Zfp383","ZNF383",NA,1035,10.6701030927835
"20105",20105,"Aida","AIDA",NA,1035,10.6701030927835
"20459",20459,"Sulf2","SULF2",NA,1035,10.6701030927835
"20753",20753,"Garnl3","GARNL3",NA,1035,10.6701030927835
"876",876,"Slco1c1","SLCO1C1",NA,1034,10.659793814433
"1366",1366,"Nepro","NEPRO",NA,1034,10.659793814433
"2075",2075,"Bckdha","",NA,1034,10.659793814433
"2076",2076,"Bckdha","BCKDHA",NA,1034,10.659793814433
"2319",2319,"Tm6sf1","TM6SF1",NA,1034,10.659793814433
"2493",2493,"Rwdd3","RWDD3",NA,1034,10.659793814433
"4270",4270,"Dock5","DOCK5",NA,1034,10.659793814433
"4465",4465,"Btbd35f18","",NA,1034,10.659793814433
"5478",5478,"Me1","ME1",NA,1034,10.659793814433
"5598",5598,"Arl14epl","ARL14EPL",NA,1034,10.659793814433
"6304",6304,"Rtbdn","RTBDN",NA,1034,10.659793814433
"7710",7710,"Gm10228","",NA,1034,10.659793814433
"9520",9520,"Postn","POSTN",NA,1034,10.659793814433
"10338",10338,"Il7","IL7",NA,1034,10.659793814433
"11643",11643,"Psmb11","PSMB11",NA,1034,10.659793814433
"17433",17433,"Polr2a","POLR2A",NA,1034,10.659793814433
"20828",20828,"Ccdc63","",NA,1034,10.659793814433
"768",768,"Smc4","SMC4",NA,1033,10.6494845360825
"1345",1345,"Dpep3","DPEP3",NA,1033,10.6494845360825
"2179",2179,"Exosc5","EXOSC5",NA,1033,10.6494845360825
"4511",4511,"Tpi1","TPI1",NA,1033,10.6494845360825
"5286",5286,"Krtap1-5","KRTAP1-5",NA,1033,10.6494845360825
"5287",5287,"Krtap1-5","KRTAP1-3",NA,1033,10.6494845360825
"5288",5288,"Krtap1-5","KRTAP1-4",NA,1033,10.6494845360825
"5289",5289,"Krtap1-5","KRTAP1-1",NA,1033,10.6494845360825
"5863",5863,"Olfr876","OR8B12",NA,1033,10.6494845360825
"7581",7581,"Klhl2","KLHL2",NA,1033,10.6494845360825
"7874",7874,"Pax2","PAX2",NA,1033,10.6494845360825
"8804",8804,"Ndufs4","NDUFS4",NA,1033,10.6494845360825
"10278",10278,"Thap2","",NA,1033,10.6494845360825
"11166",11166,"Bdh1","BDH1",NA,1033,10.6494845360825
"14536",14536,"Clca2","CLCA2",NA,1033,10.6494845360825
"15611",15611,"Pik3r4","PIK3R4",NA,1033,10.6494845360825
"16217",16217,"Rab19","RAB19",NA,1033,10.6494845360825
"130",130,"Dsg3","DSG3",NA,1032,10.639175257732
"676",676,"Prss16","PRSS16",NA,1032,10.639175257732
"820",820,"Fyb","FYB1",NA,1032,10.639175257732
"1406",1406,"Gypa","GYPA",NA,1032,10.639175257732
"1407",1407,"Gypa","GYPB",NA,1032,10.639175257732
"1408",1408,"Gypa","GYPE",NA,1032,10.639175257732
"2804",2804,"Ipo5","IPO5",NA,1032,10.639175257732
"4009",4009,"Upf3a","UPF3A",NA,1032,10.639175257732
"4205",4205,"S1pr3","S1PR3",NA,1032,10.639175257732
"4869",4869,"Cenpk","CENPK",NA,1032,10.639175257732
"5715",5715,"Cyp3a41b","CYP3A7",NA,1032,10.639175257732
"5716",5716,"Cyp3a41b","CYP3A5",NA,1032,10.639175257732
"5717",5717,"Cyp3a41b","CYP3A4",NA,1032,10.639175257732
"5718",5718,"Cyp3a41b","CYP3A43",NA,1032,10.639175257732
"5719",5719,"Cyp3a41b","CYP3A7-CYP3A51P",NA,1032,10.639175257732
"6498",6498,"Dscam","DSCAM",NA,1032,10.639175257732
"8295",8295,"Crebbp","CREBBP",NA,1032,10.639175257732
"12240",12240,"Dynlt2a3","DYNLT2",NA,1032,10.639175257732
"14094",14094,"Mettl11b","NTMT2",NA,1032,10.639175257732
"17571",17571,"Lin37","LIN37",NA,1032,10.639175257732
"18028",18028,"Creg2","CREG2",NA,1032,10.639175257732
"19326",19326,"P2ry6","P2RY6",NA,1032,10.639175257732
"21741",21741,"Oip5","OIP5",NA,1032,10.639175257732
"1622",1622,"Pou3f4","POU3F4",NA,1031,10.6288659793814
"5231",5231,"Lrrc4b","LRRC4B",NA,1031,10.6288659793814
"6373",6373,"Rrp12","RRP12",NA,1031,10.6288659793814
"6976",6976,"Dnajc7","DNAJC7",NA,1031,10.6288659793814
"7740",7740,"Fcrl5","FCRL5",NA,1031,10.6288659793814
"7778",7778,"Pdgfra","PDGFRA",NA,1031,10.6288659793814
"9198",9198,"Ssbp2","SSBP2",NA,1031,10.6288659793814
"9298",9298,"Islr2","ISLR2",NA,1031,10.6288659793814
"9859",9859,"Mrpl46","MRPL46",NA,1031,10.6288659793814
"11638",11638,"Sod2","SOD2",NA,1031,10.6288659793814
"12052",12052,"Bcl2l2","BCL2L2",NA,1031,10.6288659793814
"12672",12672,"Pgr15l","",NA,1031,10.6288659793814
"12702",12702,"Pbp2","PEBP1",NA,1031,10.6288659793814
"14319",14319,"Steep1","STEEP1",NA,1031,10.6288659793814
"15969",15969,"Alox12b","ALOX12B",NA,1031,10.6288659793814
"18392",18392,"Cyb561","CYB561",NA,1031,10.6288659793814
"18395",18395,"Csrnp1","CSRNP1",NA,1031,10.6288659793814
"20726",20726,"Olfr599","",NA,1031,10.6288659793814
"1310",1310,"Camk4","CAMK4",NA,1030,10.6185567010309
"2664",2664,"Gnptab","GNPTAB",NA,1030,10.6185567010309
"7460",7460,"Rapgef1","RAPGEF1",NA,1030,10.6185567010309
"8962",8962,"Ttbk2","TTBK2",NA,1030,10.6185567010309
"11993",11993,"Rhcg","RHCG",NA,1030,10.6185567010309
"14907",14907,"Shf","SHF",NA,1030,10.6185567010309
"15518",15518,"Ddhd2","DDHD2",NA,1030,10.6185567010309
"19322",19322,"Ddi1","DDI1",NA,1030,10.6185567010309
"537",537,"Rock2","ROCK2",NA,1029,10.6082474226804
"2285",2285,"Chm","CHM",NA,1029,10.6082474226804
"2668",2668,"Col12a1","COL12A1",NA,1029,10.6082474226804
"2992",2992,"Lrfn5","LRFN5",NA,1029,10.6082474226804
"4104",4104,"Scarf2","SCARF2",NA,1029,10.6082474226804
"4815",4815,"Ddx19a","DDX19A",NA,1029,10.6082474226804
"5536",5536,"Rab3b","RAB3B",NA,1029,10.6082474226804
"9551",9551,"C1qtnf1","C1QTNF1",NA,1029,10.6082474226804
"11214",11214,"Dnmt1","DNMT1",NA,1029,10.6082474226804
"11679",11679,"Olfr780","OR6C68",NA,1029,10.6082474226804
"12079",12079,"2610528A11Rik","C10orf99",NA,1029,10.6082474226804
"13967",13967,"Mboat4","MBOAT4",NA,1029,10.6082474226804
"15278",15278,"Rnase12","RNASE12",NA,1029,10.6082474226804
"15974",15974,"Ptn","PTN",NA,1029,10.6082474226804
"16015",16015,"Dusp27","STYXL2",NA,1029,10.6082474226804
"18788",18788,"Pigbos1","PIGBOS1",NA,1029,10.6082474226804
"19490",19490,"Brinp3","BRINP3",NA,1029,10.6082474226804
"20348",20348,"Slc29a4","SLC29A4",NA,1029,10.6082474226804
"21118",21118,"Slc43a1","SLC43A1",NA,1029,10.6082474226804
"979",979,"Efcc1","EFCC1",NA,1028,10.5979381443299
"1923",1923,"Olfr1186","",NA,1028,10.5979381443299
"4525",4525,"Serpinb1c","SERPINB1",NA,1028,10.5979381443299
"6684",6684,"Irak4","IRAK4",NA,1028,10.5979381443299
"7909",7909,"Nudt13","NUDT13",NA,1028,10.5979381443299
"9095",9095,"Zfp36l1","ZFP36L1",NA,1028,10.5979381443299
"12023",12023,"Spata31d1b","",NA,1028,10.5979381443299
"12315",12315,"Atp6v0e","ATP6V0E1",NA,1028,10.5979381443299
"13220",13220,"Pccb","PCCB",NA,1028,10.5979381443299
"14298",14298,"Cfc1","CFC1B",NA,1028,10.5979381443299
"14299",14299,"Cfc1","CFC1",NA,1028,10.5979381443299
"16275",16275,"Agk","AGK",NA,1028,10.5979381443299
"21385",21385,"Olfr1094","OR5T3",NA,1028,10.5979381443299
"21386",21386,"Olfr1094","OR5T1",NA,1028,10.5979381443299
"1229",1229,"Slitrk3","SLITRK3",NA,1027,10.5876288659794
"4548",4548,"Adgrg7","ADGRG7",NA,1027,10.5876288659794
"7256",7256,"Cdkn2c","CDKN2C",NA,1027,10.5876288659794
"10662",10662,"Vcl","VCL",NA,1027,10.5876288659794
"12463",12463,"Tcea3","TCEA3",NA,1027,10.5876288659794
"12751",12751,"Macroh2a2","MACROH2A2",NA,1027,10.5876288659794
"12983",12983,"Enthd1","ENTHD1",NA,1027,10.5876288659794
"13809",13809,"Gm6121","SYCP3",NA,1027,10.5876288659794
"14144",14144,"Skor1","SKOR1",NA,1027,10.5876288659794
"15115",15115,"Jak1","JAK1",NA,1027,10.5876288659794
"19131",19131,"Vmp1","VMP1",NA,1027,10.5876288659794
"838",838,"Atp6v1a","ATP6V1A",NA,1026,10.5773195876289
"1214",1214,"Foxn2","FOXN2",NA,1026,10.5773195876289
"1676",1676,"Gm5108","",NA,1026,10.5773195876289
"2239",2239,"Gpr180","GPR180",NA,1026,10.5773195876289
"2302",2302,"Ascl1","ASCL1",NA,1026,10.5773195876289
"2355",2355,"Shtn1","SHTN1",NA,1026,10.5773195876289
"2389",2389,"Clec4d","CLEC4D",NA,1026,10.5773195876289
"2847",2847,"Mex3b","MEX3B",NA,1026,10.5773195876289
"7250",7250,"Rnf11","RNF11",NA,1026,10.5773195876289
"7843",7843,"Igfl3","IGFL4",NA,1026,10.5773195876289
"9807",9807,"Cbl","CBL",NA,1026,10.5773195876289
"10334",10334,"Klrd1","KLRD1",NA,1026,10.5773195876289
"13152",13152,"Ggnbp1","",NA,1026,10.5773195876289
"13219",13219,"St13","ST13",NA,1026,10.5773195876289
"13252",13252,"Msl2","MSL2",NA,1026,10.5773195876289
"14160",14160,"Zcchc13","ZCCHC13",NA,1026,10.5773195876289
"15330",15330,"N4bp1","N4BP1",NA,1026,10.5773195876289
"18787",18787,"Zfp672","ZNF672",NA,1026,10.5773195876289
"18922",18922,"Gm13889","C11orf96",NA,1026,10.5773195876289
"19081",19081,"Lars2","LARS2",NA,1026,10.5773195876289
"19811",19811,"Trmo","TRMO",NA,1026,10.5773195876289
"21788",21788,"Wdsub1","WDSUB1",NA,1026,10.5773195876289
"324",324,"Zfp35","",NA,1025,10.5670103092784
"489",489,"Zfp759","ZNF845",NA,1025,10.5670103092784
"1720",1720,"Scgn","SCGN",NA,1025,10.5670103092784
"1913",1913,"Tmem39b","TMEM39B",NA,1025,10.5670103092784
"3785",3785,"Bbs7","BBS7",NA,1025,10.5670103092784
"4688",4688,"Ccdc162","",NA,1025,10.5670103092784
"4696",4696,"Rpl36a","RPL36A",NA,1025,10.5670103092784
"5049",5049,"Agap2","AGAP2",NA,1025,10.5670103092784
"5972",5972,"Snx24","SNX24",NA,1025,10.5670103092784
"6700",6700,"Fam3b","FAM3B",NA,1025,10.5670103092784
"7365",7365,"Asb2","ASB2",NA,1025,10.5670103092784
"10282",10282,"Golga3","GOLGA3",NA,1025,10.5670103092784
"10892",10892,"Ldlrap1","LDLRAP1",NA,1025,10.5670103092784
"12542",12542,"Dicer1","DICER1",NA,1025,10.5670103092784
"15020",15020,"Slc28a2","SLC28A2",NA,1025,10.5670103092784
"17265",17265,"Dut","DUT",NA,1025,10.5670103092784
"20123",20123,"Ihh","IHH",NA,1025,10.5670103092784
"20315",20315,"Sstr2","SSTR2",NA,1025,10.5670103092784
"20754",20754,"Slc12a9","SLC12A9",NA,1025,10.5670103092784
"991",991,"Naa50","NAA50",NA,1024,10.5567010309278
"1393",1393,"Mtmr6","MTMR6",NA,1024,10.5567010309278
"2168",2168,"Eef1a1","",NA,1024,10.5567010309278
"2261",2261,"Zfp711","ZNF711",NA,1024,10.5567010309278
"2678",2678,"Gask1b","GASK1B",NA,1024,10.5567010309278
"2814",2814,"Fgf4","FGF4",NA,1024,10.5567010309278
"5919",5919,"Ankrd13c","ANKRD13C",NA,1024,10.5567010309278
"7550",7550,"Cav2","CAV2",NA,1024,10.5567010309278
"9265",9265,"Slitrk4","SLITRK4",NA,1024,10.5567010309278
"9925",9925,"Htra3","HTRA3",NA,1024,10.5567010309278
"10586",10586,"Rab2b","RAB2B",NA,1024,10.5567010309278
"11798",11798,"Lrrcc1","LRRCC1",NA,1024,10.5567010309278
"12129",12129,"Zc4h2","ZC4H2",NA,1024,10.5567010309278
"12992",12992,"Hmox1","HMOX1",NA,1024,10.5567010309278
"13015",13015,"Adgrf1","ADGRF1",NA,1024,10.5567010309278
"14533",14533,"Hp1bp3","HP1BP3",NA,1024,10.5567010309278
"14563",14563,"Smpd5","",NA,1024,10.5567010309278
